"#","Date","Description","Chq/Ref. No.","Withdrawal (Dr.)","Deposit (Cr.)","Balance","Page Number","Minus"
"17","12/04/2026","UPI/Spotify India L/109588926499/MandateRequest(Value Date: 13-04-2026)","UPI-610396414309","119.00","","5,37,919.25","1","1"
"18","15/04/2026","UPI/Manmatters/647118904151/UPI","UPI-610552708566","1,451.55","","5,36,467.70","1","1"
"19","18/04/2026","UPI/FINAL TOUCH BEA/647426369268/UPI","UPI-610803502088","3,470.00","","5,32,997.70","1","1"
"20","18/04/2026","UPI/BLOCKHEADS PLAT/647476463514/UPI","UPI-610806339701","1,079.00","","5,31,918.70","1","1"
"21","18/04/2026","UPI/ZOMATO/647438287803/UPI","UPI-610814830769","75.00","","5,31,843.70","1","1"
"22","18/04/2026","UPI/APPLE MEDIA SER/103132217861/Execution test","UPI-610816000067","99.00","","5,31,744.70","1","1"
"23","18/04/2026","UPI/Naturals Bodakd/647456499744/UPI","UPI-610828581684","90.00","","5,31,654.70","1","1"
"24","21/04/2026","UPI/Amazon Pay/611155460747/Amazon Prime Re","UPI-611187756621","179.00","","5,31,475.70","1","1"
"25","21/04/2026","Cash Withdrawal by Self at AHMEDABAD - PALDI","11/BRB-002564682547","3,650.00","","5,27,825.70","1","1"
"26","21/04/2026","UPI/Blinkit/647754595443/Blinkit Payment","UPI-611129965835","182.00","","5,27,643.70","1","1"
"27","22/04/2026","UPI/Blinkit/611264735457/PayviaRazorpay","UPI-611270838489","474.00","","5,27,169.70","2","1"
"28","22/04/2026","BRB:Sent RTGS KKBKR52026042200793123/ANKIT HARSHA","12/000527115815","3,60,000.00","","1,67,169.70","2","1"
"29","24/04/2026","UPI/THE RAMESHWARAM/648026384217/UPI","UPI-611413509554","275.00","","1,66,894.70","2","1"
"30","24/04/2026","UPI/THE RAMESHWARAM/648081297763/UPI","UPI-611422254650","895.00","","1,65,999.70","2","1"
"31","24/04/2026","UPI/NER LU CAFE/648032194118/UPI","UPI-611428334467","756.00","","1,65,243.70","2","1"
"32","25/04/2026","UPI/TEA LOUNGE CAFE/611501885940/UPI","UPI-611505996853","10.00","","1,65,233.70","2","1"
"33","26/04/2026","UPI/ZOMATO LIMITED/648225728628/UPI","UPI-611641539236","1,118.20","","1,64,115.50","2","1"
"34","26/04/2026","UPI/SHREE RENUKA YE/648255344591/UPI","UPI-611657112132","280.00","","1,63,835.50","2","1"
"35","26/04/2026","UPI/Coffee Bean Tea/648287762550/UPI","UPI-611670914080","180.00","","1,63,655.50","2","1"
"36","28/04/2026","UPI/NIRU NAYI/611817951260/UPI","UPI-611869483905","193.00","","1,63,462.50","2","1"
"37","28/04/2026","UPI/AJAY CHIMANBHAI/611801665036/UPI","UPI-611875639312","2,700.00","","1,60,762.50","2","1"
"38","28/04/2026","UPI/INDIGO AIRLINE/611871188724/UPI","UPI-611891518190","425.00","","1,60,337.50","2","1"
"39","28/04/2026","UPI/REEMA PANDYA/648474904899/UPI","UPI-611895896672","2,500.00","","1,57,837.50","2","1"
"40","28/04/2026","UPI/Naturals Bodakd/611840581908/UPI","UPI-611896763471","550.00","","1,57,287.50","2","1"
"41","29/04/2026","UPI/Adani/611912392374/Payment for 128","UPI-611925593210","65.00","","1,57,222.50","2","1"
"42","29/04/2026","UPI/INDIGO AIRLINE/648567257866/UPI","UPI-611962026942","621.00","","1,56,601.50","2","1"
"43","29/04/2026","UPI/VIRAL NUTANKUMA/648559560298/UPI","UPI-611962950305","9,237.00","","1,47,364.50","2","1"
"44","02/05/2026","UPI/Amazon India/612294328350/PrimeVideoAddOn","UPI-612299125973","129.00","","1,47,235.50","2","1"
"45","03/05/2026","UPI/BLINKIT/612347822078/UPIIntent","UPI-612309700907","812.00","","1,46,423.50","2","1"
"46","03/05/2026","UPI/FINAL TOUCH BEA/612300130893/UPI","UPI-612336145897","1,500.00","","1,44,923.50","2","1"
"47","03/05/2026","UPI/ADANI DIGITAL L/612336863522/demo","UPI-612367978674","794.99","","1,44,128.51","2","1"
"48","04/05/2026","UPI/APOLLO PHARMACY/649025832357/Payment for 149","UPI-612435313014","80.00","","1,44,048.51","2","1"
"49","04/05/2026","UPI/sbipmopad.02pl0/649076043595/UPI","UPI-612436323590","435.00","","1,43,613.51","2","1"
"50","05/05/2026","Salary of APRIL26","402355","","93,300.00","2,36,913.51","2","1"
"51","08/05/2026","UPI/Google Play/377601121286/MandateExecute","UPI-612861333943","2,100.00","","2,34,813.51","2","1"
"52","13/05/2026","UPI/Spotify India L/109800955609/MandateRequest","UPI-613313597634","119.00","","2,34,694.51","2","1"
"53","18/05/2026","UPI/APPLE MEDIA SER/103316073695/Execution test","UPI-613806079413","99.00","","2,34,595.51","2","1"
"54","18/05/2026","UPI/Shemaroo Entert/650406101115/OidO25040522l70","UPI-613820625625","400.00","","2,34,195.51","2","1"
"55","19/05/2026","UPI/Google Play/785347741396/MandateExecute","UPI-613927216507","2.00","","2,34,193.51","2","1"
"56","19/05/2026","UPI/Google Play/785495291396/UPI","UPI-613927220875","","2.00","2,34,195.51","2","1"
"57","21/05/2026","UPI/Amazon Pay/614107250684/Amazon Prime Re","UPI-614166108004","179.00","","2,34,016.51","2","1"
"58","24/05/2026","UPI/ADANI DIGITAL L/614531717198/UPI(Value Date: 25-05-2026)","UPI-614527868450","6,480.01","","2,27,536.50","2","1"
"59","29/05/2026","UPI/Breathee1/651518952548/UPIIntent","UPI-614936625716","1,249.00","","2,26,287.50","2","1"
"60","31/05/2026","UPI/Salonsurf Ventu/615127393480/PayingatDravyaS","UPI-615143898141","3,604.00","","2,22,683.50","2","1"
"61","31/05/2026","UPI/ZOMATO LIMITED/615146390243/UPI","UPI-615159361610","710.00","","2,21,973.50","2","1"
"62","31/05/2026","UPI/Blinkit/651716203968/UPIIntent","UPI-615164624748","395.00","","2,21,578.50","2","1"
"63","02/06/2026","UPI/Amazon India/615307857467/PrimeVideoAddOn","UPI-615337902414","129.00","","2,21,449.50","2","1"
"64","04/06/2026","Salary of MAY26","124778","","1,43,300.00","3,64,749.50","2","1"
"65","04/06/2026","UPI/Amazon Pay on D/615504829447/UPI","UPI-615571552601","532.00","","3,64,217.50","2","1"
"66","06/06/2026","UPI/Prime Video 3P /615735367346/AmazonChannels","UPI-615762138710","2.00","","3,64,215.50","2","1"
"67","06/06/2026","UPI/Prime Video 3P /615770136158/AmazonChannels","UPI-615762209842","219.00","","3,63,996.50","2","1"
"68","06/06/2026","UPI/Amazon Pay Indi/944215081576/Refund for your","UPI-615762238005","","2.00","3,63,998.50","3","1"
"69","06/06/2026","UPI/FINAL TOUCH BEA/652307641359/UPI","UPI-615788718995","300.00","","3,63,698.50","3","1"
"70","07/06/2026","UPI/Blinkit/615858314654/Blinkit Payment","UPI-615863425638","673.00","","3,63,025.50","3","1"
"71","08/06/2026","UPI/FICK S COFFEE/615971984615/UPI","UPI-615936693252","220.00","","3,62,805.50","3","1"
"72","10/06/2026","UPI/Exhibition Even/616113647978/PaymentToINFORM","UPI-616163308980","470.82","","3,62,334.68","3","1"
"73","11/06/2026","UPI/Blinkit/652844659561/PayviaRazorpay","UPI-616264379325","316.00","","3,62,018.68","3","1"
"74","11/06/2026","UPI/GEORGE STEPHEN/652818360202/UPI","UPI-616267558465","4,500.00","","3,57,518.68","3","1"
"75","12/06/2026","NEFT IDFB6163M1152671 URBAN KHETTI IDFB0040347","NEFTINW-1616278849","","50,000.00","4,07,518.68","3","1"
"76","12/06/2026","UPI/SAHILKHAN RASHI/652930381693/UPI","UPI-616306000087","100.00","","4,07,418.68","3","1"
"77","12/06/2026","UPI/Spotify India L/110005503643/MandateRequest(Value Date: 13-06-2026)","UPI-616447999197","119.00","","4,07,299.68","3","1"
"78","14/06/2026","MB: Sent RTGS/ ANKIT HARSHADBHA/ HDFC BA/ 50100","000537334285","2,50,000.00","","1,57,299.68","3","1"
"79","14/06/2026","Recd:IMPS/616522699502/SHAH SAHIL/KKBK/X5685/SAHIL","IMPS-616522140767","","1,00,000.00","2,57,299.68","3","1"
